Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhood  District,Location,RowID
170050557,E07,17001975,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:58:25 AM,01/05/2017 06:59:54 AM,01/05/2017 07:10:07 AM,01/05/2017 07:11:12 AM,01/05/2017 07:15:18 AM,,,Unable to Locate,01/05/2017 07:17:46 AM,16TH ST/MISSION ST,San Francisco,94103,B02,07,5236,2,2,2,true,Non Life-threatening,1,ENGINE,1,2,9,Mission,"(37.7650513381945, -122.419668973861)",170050557-E07
170050553,E12,17001974,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:56:59 AM,01/05/2017 06:58:37 AM,01/05/2017 07:09:08 AM,01/05/2017 07:11:31 AM,01/05/2017 07:13:37 AM,,,Fire,01/05/2017 07:23:43 AM,400 Block of PARNASSUS AVE,San Francisco,94131,B05,12,5156,2,2,2,true,Non Life-threatening,1,ENGINE,1,5,7,Inner Sunset,"(37.7633165969878, -122.458205988587)",170050553-E12
170050549,E38,17001973,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:55:06 AM,01/05/2017 06:57:06 AM,01/05/2017 06:57:48 AM,01/05/2017 07:01:51 AM,01/05/2017 07:02:40 AM,,,Code 2 Transport,01/05/2017 07:20:26 AM,600 Block of WILLOW ST,San Francisco,94115,B02,05,3431,2,2,2,false,Non Life-threatening,1,ENGINE,1,2,5,Western Addition,"(37.7823648993622, -122.428294883003)",170050549-E38
170050549,E05,17001973,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:55:06 AM,01/05/2017 06:57:06 AM,01/05/2017 07:06:46 AM,01/05/2017 07:06:52 AM,,,,Code 2 Transport,01/05/2017 07:08:48 AM,600 Block of WILLOW ST,San Francisco,94115,B02,05,3431,2,2,2,true,Non Life-threatening,1,ENGINE,3,2,5,Western Addition,"(37.7823648993622, -122.428294883003)",170050549-E05
170050549,AM02,17001973,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:55:06 AM,01/05/2017 06:57:06 AM,01/05/2017 07:08:37 AM,01/05/2017 07:08:37 AM,01/05/2017 07:15:30 AM,01/05/2017 07:39:44 AM,01/05/2017 07:53:54 AM,Code 2 Transport,01/05/2017 08:29:02 AM,600 Block of WILLOW ST,San Francisco,94115,B02,05,3431,2,2,2,false,Non Life-threatening,1,PRIVATE,2,2,5,Western Addition,"(37.7823648993622, -122.428294883003)",170050549-AM02
170050544,E05,17001972,Odor (Strange / Unknown),01/05/2017,01/04/2017,01/05/2017 06:53:02 AM,01/05/2017 06:55:11 AM,01/05/2017 06:55:24 AM,01/05/2017 06:56:30 AM,01/05/2017 06:59:49 AM,,,Fire,01/05/2017 07:02:07 AM,700 Block of FELL ST,San Francisco,94117,B05,05,3532,3,3,3,true,Alarm,1,ENGINE,1,2,5,Hayes Valley,"(37.7750612491129, -122.430199601097)",170050544-E05
170050529,T03,17001971,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:48:39 AM,01/05/2017 06:49:37 AM,01/05/2017 06:50:48 AM,01/05/2017 06:53:02 AM,01/05/2017 06:55:02 AM,,,Code 2 Transport,01/05/2017 07:00:38 AM,400 Block of ELLIS ST,San Francisco,94102,B03,03,1461,3,3,3,false,Potentially Life-Threatening,1,TRUCK,1,2,6,Tenderloin,"(37.7846989219759, -122.413593512877)",170050529-T03
170050529,E36,17001971,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:48:39 AM,01/05/2017 06:49:37 AM,01/05/2017 06:50:48 AM,01/05/2017 06:52:46 AM,01/05/2017 06:56:41 AM,,,Code 2 Transport,01/05/2017 07:03:03 AM,400 Block of ELLIS ST,San Francisco,94102,B03,03,1461,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,2,6,Tenderloin,"(37.7846989219759, -122.413593512877)",170050529-E36
170050529,78,17001971,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:48:39 AM,01/05/2017 06:49:37 AM,01/05/2017 06:50:48 AM,01/05/2017 06:50:54 AM,01/05/2017 06:59:52 AM,01/05/2017 07:12:16 AM,01/05/2017 07:19:33 AM,Code 2 Transport,01/05/2017 07:48:18 AM,400 Block of ELLIS ST,San Francisco,94102,B03,03,1461,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,2,6,Tenderloin,"(37.7846989219759, -122.413593512877)",170050529-78
170050520,E43,17001970,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:44:27 AM,01/05/2017 06:45:27 AM,01/05/2017 06:46:33 AM,01/05/2017 06:48:58 AM,01/05/2017 06:51:44 AM,,,Code 2 Transport,01/05/2017 07:02:36 AM,1600 Block of ALEMANY BLVD,San Francisco,94112,B09,15,8271,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,11,Outer Mission,"(37.725089760675, -122.436723473282)",170050520-E43
170050520,70,17001970,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:44:27 AM,01/05/2017 06:45:27 AM,01/05/2017 06:46:33 AM,01/05/2017 06:46:39 AM,01/05/2017 06:55:51 AM,01/05/2017 07:09:21 AM,01/05/2017 07:46:36 AM,Code 2 Transport,01/05/2017 08:16:09 AM,1600 Block of ALEMANY BLVD,San Francisco,94112,B09,15,8271,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,9,11,Outer Mission,"(37.725089760675, -122.436723473282)",170050520-70
170050519,RC2,17001969,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:45:21 AM,01/05/2017 06:45:21 AM,01/05/2017 07:25:18 AM,01/05/2017 07:26:17 AM,01/05/2017 07:35:18 AM,,,Code 2 Transport,01/05/2017 07:59:58 AM,400 Block of STANYAN ST,San Francisco,94117,B07,21,4556,2,2,2,true,Non Life-threatening,1,RESCUE CAPTAIN,2,5,1,Lone Mountain/USF,"(37.7738357034539, -122.454406709474)",170050519-RC2
170050519,63,17001969,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:45:21 AM,01/05/2017 06:45:21 AM,01/05/2017 06:53:41 AM,01/05/2017 06:53:57 AM,01/05/2017 07:20:01 AM,01/05/2017 08:00:19 AM,01/05/2017 08:12:43 AM,Code 2 Transport,01/05/2017 08:48:14 AM,400 Block of STANYAN ST,San Francisco,94117,B07,21,4556,2,2,2,true,Non Life-threatening,1,MEDIC,1,5,1,Lone Mountain/USF,"(37.7738357034539, -122.454406709474)",170050519-63
170050518,T10,17001968,Alarms,01/05/2017,01/04/2017,01/05/2017 06:43:03 AM,01/05/2017 06:45:17 AM,01/05/2017 06:45:28 AM,01/05/2017 06:47:38 AM,,,,Fire,01/05/2017 07:00:09 AM,2500 Block of LOMBARD ST,San Francisco,94123,B04,16,4223,3,3,3,false,Alarm,1,TRUCK,3,4,2,Marina,"(37.7990014109723, -122.443503858027)",170050518-T10
170050518,E51,17001968,Alarms,01/05/2017,01/04/2017,01/05/2017 06:43:03 AM,01/05/2017 06:45:17 AM,01/05/2017 06:45:28 AM,01/05/2017 06:48:10 AM,01/05/2017 06:51:16 AM,,,Fire,01/05/2017 07:00:26 AM,2500 Block of LOMBARD ST,San Francisco,94123,B04,16,4223,3,3,3,true,Alarm,1,ENGINE,1,4,2,Marina,"(37.7990014109723, -122.443503858027)",170050518-E51
170050518,B04,17001968,Alarms,01/05/2017,01/04/2017,01/05/2017 06:43:03 AM,01/05/2017 06:45:17 AM,01/05/2017 06:45:28 AM,01/05/2017 06:46:46 AM,01/05/2017 06:51:48 AM,,,Fire,01/05/2017 07:01:27 AM,2500 Block of LOMBARD ST,San Francisco,94123,B04,16,4223,3,3,3,false,Alarm,1,CHIEF,2,4,2,Marina,"(37.7990014109723, -122.443503858027)",170050518-B04
170050508,RC1,17001967,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:39:07 AM,01/05/2017 06:40:06 AM,01/05/2017 06:41:11 AM,01/05/2017 06:43:54 AM,,,,Code 3 Transport,01/05/2017 06:57:44 AM,1500 Block of SUTTER ST,San Francisco,94109,B04,38,3324,3,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,4,4,5,Pacific Heights,"(37.7870817886663, -122.425867820141)",170050508-RC1
170050508,E38,17001967,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:39:07 AM,01/05/2017 06:40:06 AM,01/05/2017 06:41:11 AM,01/05/2017 06:44:05 AM,01/05/2017 06:44:05 AM,,,Code 3 Transport,01/05/2017 06:54:30 AM,1500 Block of SUTTER ST,San Francisco,94109,B04,38,3324,3,E,3,false,Potentially Life-Threatening,1,ENGINE,1,4,5,Pacific Heights,"(37.7870817886663, -122.425867820141)",170050508-E38
170050508,E03,17001967,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:39:07 AM,01/05/2017 06:40:06 AM,01/05/2017 06:41:11 AM,01/05/2017 06:42:58 AM,01/05/2017 06:45:04 AM,,,Code 3 Transport,01/05/2017 06:58:00 AM,1500 Block of SUTTER ST,San Francisco,94109,B04,38,3324,3,E,3,true,Potentially Life-Threatening,1,ENGINE,2,4,5,Pacific Heights,"(37.7870817886663, -122.425867820141)",170050508-E03
170050508,71,17001967,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:39:07 AM,01/05/2017 06:40:06 AM,01/05/2017 06:42:45 AM,01/05/2017 06:43:09 AM,01/05/2017 06:45:25 AM,01/05/2017 06:57:35 AM,01/05/2017 07:12:02 AM,Code 3 Transport,01/05/2017 07:48:00 AM,1500 Block of SUTTER ST,San Francisco,94109,B04,38,3324,3,E,3,true,Potentially Life-Threatening,1,MEDIC,3,4,5,Pacific Heights,"(37.7870817886663, -122.425867820141)",170050508-71
170050497,E21,17001965,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:31:22 AM,01/05/2017 06:32:50 AM,01/05/2017 06:33:15 AM,01/05/2017 06:35:12 AM,01/05/2017 06:37:59 AM,,,Code 2 Transport,01/05/2017 06:45:42 AM,800 Block of BUENA VISTA AVE,San Francisco,94117,B05,21,4354,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,5,8,Haight Ashbury,"(37.7693036365974, -122.442610806275)",170050497-E21
170050497,E12,17001965,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:31:22 AM,01/05/2017 06:32:50 AM,01/05/2017 06:33:15 AM,01/05/2017 06:35:58 AM,01/05/2017 06:39:54 AM,,,Code 2 Transport,01/05/2017 06:58:58 AM,800 Block of BUENA VISTA AVE,San Francisco,94117,B05,21,4354,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,5,8,Haight Ashbury,"(37.7693036365974, -122.442610806275)",170050497-E12
170050497,55,17001965,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:31:22 AM,01/05/2017 06:32:50 AM,01/05/2017 06:33:15 AM,01/05/2017 06:33:26 AM,01/05/2017 06:47:35 AM,01/05/2017 06:59:31 AM,01/05/2017 07:09:18 AM,Code 2 Transport,01/05/2017 07:42:42 AM,800 Block of BUENA VISTA AVE,San Francisco,94117,B05,21,4354,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,5,8,Haight Ashbury,"(37.7693036365974, -122.442610806275)",170050497-55
170050496,RS1,17001964,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:29:48 AM,01/05/2017 06:31:12 AM,01/05/2017 06:31:33 AM,,,,,Code 2 Transport,01/05/2017 06:34:23 AM,8TH ST/NATOMA ST,San Francisco,94103,B02,36,2318,3,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,4,2,6,South of Market,"(37.7766609866916, -122.412157954704)",170050496-RS1
170050496,E08,17001964,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:29:48 AM,01/05/2017 06:31:12 AM,01/05/2017 06:31:33 AM,01/05/2017 06:33:36 AM,,,,Code 2 Transport,01/05/2017 06:35:19 AM,8TH ST/NATOMA ST,San Francisco,94103,B02,36,2318,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,2,6,South of Market,"(37.7766609866916, -122.412157954704)",170050496-E08
170050496,E01,17001964,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:29:48 AM,01/05/2017 06:31:12 AM,01/05/2017 06:44:42 AM,01/05/2017 06:46:09 AM,01/05/2017 06:49:43 AM,,,Code 2 Transport,01/05/2017 06:54:34 AM,8TH ST/NATOMA ST,San Francisco,94103,B02,36,2318,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,2,6,South of Market,"(37.7766609866916, -122.412157954704)",170050496-E01
170050496,57,17001964,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:29:48 AM,01/05/2017 06:31:12 AM,01/05/2017 06:32:46 AM,01/05/2017 06:32:49 AM,01/05/2017 06:34:20 AM,01/05/2017 07:11:59 AM,01/05/2017 07:28:47 AM,Code 2 Transport,01/05/2017 08:04:08 AM,8TH ST/NATOMA ST,San Francisco,94103,B02,36,2318,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,South of Market,"(37.7766609866916, -122.412157954704)",170050496-57
170050496,55,17001964,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:29:48 AM,01/05/2017 06:31:12 AM,01/05/2017 06:31:33 AM,01/05/2017 06:32:22 AM,,,,Code 2 Transport,01/05/2017 06:33:01 AM,8TH ST/NATOMA ST,San Francisco,94103,B02,36,2318,3,3,3,true,Potentially Life-Threatening,1,MEDIC,5,2,6,South of Market,"(37.7766609866916, -122.412157954704)",170050496-55
170050493,89,17001963,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:27:45 AM,01/05/2017 06:29:51 AM,01/05/2017 06:53:00 AM,01/05/2017 06:53:07 AM,01/05/2017 07:09:56 AM,01/05/2017 07:23:35 AM,01/05/2017 07:44:48 AM,Code 2 Transport,01/05/2017 08:26:33 AM,MISSION ST/9TH ST,San Francisco,94103,B02,36,2336,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,South of Market,"(37.7762305177878, -122.414711004673)",170050493-89
170050491,79,17001962,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:26:00 AM,01/05/2017 06:28:09 AM,01/05/2017 06:36:32 AM,01/05/2017 06:36:45 AM,01/05/2017 06:41:51 AM,01/05/2017 06:59:24 AM,01/05/2017 07:16:21 AM,Code 2 Transport,01/05/2017 07:17:55 AM,400 Block of ELLIS ST,San Francisco,94102,B03,03,1461,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,Tenderloin,"(37.7848073886774, -122.413615438263)",170050491-79
170050491,55,17001962,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:26:00 AM,01/05/2017 06:28:09 AM,01/05/2017 06:30:51 AM,,,,,Code 2 Transport,01/05/2017 06:31:21 AM,400 Block of ELLIS ST,San Francisco,94102,B03,03,1461,2,2,2,true,Non Life-threatening,1,MEDIC,2,2,6,Tenderloin,"(37.7848073886774, -122.413615438263)",170050491-55
170050483,E01,17001961,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:19:45 AM,01/05/2017 06:22:57 AM,01/05/2017 06:23:42 AM,01/05/2017 06:25:51 AM,01/05/2017 06:30:03 AM,,,Other,01/05/2017 06:39:48 AM,200 Block of 8TH ST,San Francisco,94103,B02,29,2322,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,2,6,South of Market,"(37.7760463471271, -122.41128875661)",170050483-E01
170050483,57,17001961,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:19:45 AM,01/05/2017 06:22:57 AM,01/05/2017 06:23:42 AM,01/05/2017 06:23:51 AM,,,,Other,01/05/2017 06:32:43 AM,200 Block of 8TH ST,San Francisco,94103,B02,29,2322,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,2,6,South of Market,"(37.7760463471271, -122.41128875661)",170050483-57
170050478,E44,17001960,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:16:21 AM,01/05/2017 06:17:49 AM,01/05/2017 06:18:26 AM,01/05/2017 06:21:04 AM,01/05/2017 06:25:09 AM,,,Other,01/05/2017 06:30:02 AM,1000 Block of GOETTINGEN ST,San Francisco,94134,B10,44,6313,2,2,2,true,Non Life-threatening,1,ENGINE,1,10,10,Portola,"(37.7190470338959, -122.403385740748)",170050478-E44
170050473,E33,17001959,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:12:55 AM,01/05/2017 06:14:03 AM,01/05/2017 06:14:49 AM,01/05/2017 06:16:51 AM,01/05/2017 06:19:07 AM,,,Code 2 Transport,01/05/2017 06:34:27 AM,100 Block of ARCH ST,San Francisco,94132,B09,33,8416,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,11,Oceanview/Merced/Ingleside,"(37.7133470213799, -122.467152643102)",170050473-E33
170050473,82,17001959,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:12:55 AM,01/05/2017 06:14:03 AM,01/05/2017 06:14:49 AM,01/05/2017 06:14:54 AM,01/05/2017 06:20:48 AM,01/05/2017 06:46:24 AM,01/05/2017 07:16:11 AM,Code 2 Transport,01/05/2017 07:46:14 AM,100 Block of ARCH ST,San Francisco,94132,B09,33,8416,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,9,11,Oceanview/Merced/Ingleside,"(37.7133470213799, -122.467152643102)",170050473-82
170050472,AM24,17001958,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:10:18 AM,01/05/2017 06:12:05 AM,01/05/2017 06:21:15 AM,01/05/2017 06:21:50 AM,01/05/2017 06:36:34 AM,01/05/2017 06:48:11 AM,01/05/2017 07:00:18 AM,Code 2 Transport,01/05/2017 07:14:16 AM,1300 Block of FRANCISCO ST,San Francisco,94123,B04,16,3243,2,2,2,false,Non Life-threatening,1,PRIVATE,1,4,2,Marina,"(37.8028401172049, -122.427376896218)",170050472-AM24
170050472,82,17001958,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:10:18 AM,01/05/2017 06:12:05 AM,01/05/2017 06:12:28 AM,01/05/2017 06:12:36 AM,,,,Code 2 Transport,01/05/2017 06:14:42 AM,1300 Block of FRANCISCO ST,San Francisco,94123,B04,16,3243,2,2,2,true,Non Life-threatening,1,MEDIC,2,4,2,Marina,"(37.8028401172049, -122.427376896218)",170050472-82
170050469,52,17001957,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:08:07 AM,01/05/2017 06:10:30 AM,01/05/2017 06:11:43 AM,01/05/2017 06:12:01 AM,01/05/2017 06:31:08 AM,01/05/2017 06:51:18 AM,01/05/2017 07:00:05 AM,Code 2 Transport,01/05/2017 07:25:07 AM,200 Block of HYDE ST,San Francisco,94102,B02,03,1554,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,Tenderloin,"(37.7830590618212, -122.41571987823)",170050469-52
170050468,T18,17001956,Alarms,01/05/2017,01/04/2017,01/05/2017 06:07:18 AM,01/05/2017 06:09:16 AM,01/05/2017 06:09:21 AM,01/05/2017 06:11:48 AM,01/05/2017 06:16:11 AM,,,Code 2 Transport,01/05/2017 06:36:07 AM,2500 Block of 27TH AVE,San Francisco,94116,B08,40,7466,3,3,3,false,Alarm,1,TRUCK,3,8,4,Sunset/Parkside,"(37.7398792433836, -122.483998495572)",170050468-T18
170050468,E40,17001956,Alarms,01/05/2017,01/04/2017,01/05/2017 06:07:18 AM,01/05/2017 06:09:16 AM,01/05/2017 06:09:21 AM,01/05/2017 06:11:54 AM,01/05/2017 06:14:48 AM,,,Code 2 Transport,01/05/2017 07:44:18 AM,2500 Block of 27TH AVE,San Francisco,94116,B08,40,7466,3,3,3,true,Alarm,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7398792433836, -122.483998495572)",170050468-E40
170050468,B08,17001956,Alarms,01/05/2017,01/04/2017,01/05/2017 06:07:18 AM,01/05/2017 06:09:16 AM,01/05/2017 06:09:21 AM,01/05/2017 06:12:06 AM,01/05/2017 06:15:39 AM,,,Code 2 Transport,01/05/2017 06:36:07 AM,2500 Block of 27TH AVE,San Francisco,94116,B08,40,7466,3,3,3,false,Alarm,1,CHIEF,2,8,4,Sunset/Parkside,"(37.7398792433836, -122.483998495572)",170050468-B08
170050468,85,17001956,Alarms,01/05/2017,01/04/2017,01/05/2017 06:07:18 AM,01/05/2017 06:09:16 AM,01/05/2017 06:59:19 AM,01/05/2017 06:59:52 AM,01/05/2017 07:36:29 AM,01/05/2017 08:26:38 AM,01/05/2017 08:34:17 AM,Code 2 Transport,01/05/2017 09:14:36 AM,2500 Block of 27TH AVE,San Francisco,94116,B08,40,7466,3,3,3,true,Alarm,1,MEDIC,4,8,4,Sunset/Parkside,"(37.7398792433836, -122.483998495572)",170050468-85
170050457,T05,17001955,Other,01/05/2017,01/04/2017,01/05/2017 05:59:58 AM,01/05/2017 06:00:48 AM,01/05/2017 06:04:27 AM,01/05/2017 06:07:28 AM,01/05/2017 06:10:06 AM,,,Fire,01/05/2017 06:25:03 AM,FELL ST/FILLMORE ST,San Francisco,94117,B05,05,3532,3,3,3,false,Alarm,1,TRUCK,1,2,5,Hayes Valley,"(37.774902830471, -122.431011539466)",170050457-T05
170050456,53,17001954,Medical Incident,01/05/2017,01/04/2017,01/05/2017 05:57:40 AM,01/05/2017 05:59:59 AM,01/05/2017 06:05:40 AM,01/05/2017 06:05:43 AM,01/05/2017 06:24:56 AM,01/05/2017 06:37:31 AM,01/05/2017 06:47:11 AM,Code 2 Transport,01/05/2017 07:13:38 AM,200 Block of 13TH ST,San Francisco,94103,B02,36,5123,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,2,9,Mission,"(37.7697208630457, -122.417949217834)",170050456-53
170050451,AM02,17001953,Medical Incident,01/05/2017,01/04/2017,01/05/2017 05:53:29 AM,01/05/2017 05:54:57 AM,01/05/2017 05:56:26 AM,01/05/2017 05:56:59 AM,01/05/2017 06:05:06 AM,01/05/2017 06:25:41 AM,01/05/2017 06:35:18 AM,Code 2 Transport,01/05/2017 07:07:50 AM,LARKIN ST/MARKET ST,San Francisco,94103,B02,36,1646,2,2,2,false,Non Life-threatening,1,PRIVATE,1,2,6,South of Market,"(37.7774938436091, -122.41629170277)",170050451-AM02
170050447,RC2,17001952,Medical Incident,01/05/2017,01/04/2017,01/05/2017 05:50:27 AM,01/05/2017 05:51:51 AM,01/05/2017 05:52:43 AM,01/05/2017 05:54:59 AM,,,,Code 2 Transport,01/05/2017 06:00:17 AM,700 Block of 40TH AVE,San Francisco,94121,B07,34,7263,3,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,4,7,1,Outer Richmond,"(37.7746325487031, -122.500519854955)",170050447-RC2
170050447,KM03,17001952,Medical Incident,01/05/2017,01/04/2017,01/05/2017 05:50:27 AM,01/05/2017 05:51:51 AM,01/05/2017 05:52:43 AM,01/05/2017 05:53:50 AM,01/05/2017 06:00:53 AM,01/05/2017 06:15:46 AM,01/05/2017 06:31:32 AM,Code 2 Transport,01/05/2017 06:50:05 AM,700 Block of 40TH AVE,San Francisco,94121,B07,34,7263,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,7,1,Outer Richmond,"(37.7746325487031, -122.500519854955)",170050447-KM03
170050447,E34,17001952,Medical Incident,01/05/2017,01/04/2017,01/05/2017 05:50:27 AM,01/05/2017 05:51:51 AM,01/05/2017 05:52:43 AM,01/05/2017 05:54:37 AM,,,,Code 2 Transport,01/05/2017 06:00:42 AM,700 Block of 40TH AVE,San Francisco,94121,B07,34,7263,3,3,3,false,Potentially Life-Threatening,1,ENGINE,3,7,1,Outer Richmond,"(37.7746325487031, -122.500519854955)",170050447-E34
170050447,E14,17001952,Medical Incident,01/05/2017,01/04/2017,01/05/2017 05:50:27 AM,01/05/2017 05:51:51 AM,01/05/2017 05:52:43 AM,01/05/2017 05:55:02 AM,01/05/2017 05:58:08 AM,,,Code 2 Transport,01/05/2017 06:12:38 AM,700 Block of 40TH AVE,San Francisco,94121,B07,34,7263,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,7,1,Outer Richmond,"(37.7746325487031, -122.500519854955)",170050447-E14
170050444,E11,17001951,Medical Incident,01/05/2017,01/04/2017,01/05/2017 05:49:39 AM,01/05/2017 05:50:49 AM,01/05/2017 05:51:07 AM,01/05/2017 05:52:22 AM,01/05/2017 05:55:18 AM,,,Code 2 Transport,01/05/2017 06:06:53 AM,1100 Block of CAPP ST,San Francisco,94110,B06,11,5613,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,6,9,Mission,"(37.7484635498318, -122.417383097943)",170050444-E11
170050444,78,17001951,Medical Incident,01/05/2017,01/04/2017,01/05/2017 05:49:39 AM,01/05/2017 05:50:49 AM,01/05/2017 05:51:07 AM,01/05/2017 05:51:20 AM,01/05/2017 05:58:05 AM,01/05/2017 06:13:31 AM,01/05/2017 06:24:20 AM,Code 2 Transport,01/05/2017 06:50:23 AM,1100 Block of CAPP ST,San Francisco,94110,B06,11,5613,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,6,9,Mission,"(37.7484635498318, -122.417383097943)",170050444-78
170050438,71,17001950,Medical Incident,01/05/2017,01/04/2017,01/05/2017 05:42:01 AM,01/05/2017 05:42:01 AM,01/05/2017 05:42:12 AM,01/05/2017 05:42:19 AM,01/05/2017 05:49:53 AM,01/05/2017 06:04:03 AM,01/05/2017 06:14:00 AM,Code 2 Transport,01/05/2017 06:42:32 AM,13TH ST/MISSION ST,San Francisco,94103,B02,36,5123,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,Mission,"(37.7701114489219, -122.420008323243)",170050438-71
170050436,E01,17001949,Medical Incident,01/05/2017,01/04/2017,01/05/2017 05:38:21 AM,01/05/2017 05:40:15 AM,01/05/2017 05:40:49 AM,01/05/2017 05:42:57 AM,01/05/2017 05:50:55 AM,,,No Merit,01/05/2017 05:52:46 AM,100 Block of SHIPLEY ST,San Francisco,94107,B03,01,2215,2,2,2,true,Potentially Life-Threatening,1,ENGINE,2,3,6,South of Market,"(37.7806691632498, -122.401678045598)",170050436-E01
170050436,AM02,17001949,Medical Incident,01/05/2017,01/04/2017,01/05/2017 05:38:21 AM,01/05/2017 05:40:15 AM,01/05/2017 05:40:49 AM,01/05/2017 05:41:35 AM,01/05/2017 05:50:19 AM,,,No Merit,01/05/2017 05:52:49 AM,100 Block of SHIPLEY ST,San Francisco,94107,B03,01,2215,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,1,3,6,South of Market,"(37.7806691632498, -122.401678045598)",170050436-AM02
170050435,E03,17001948,Medical Incident,01/05/2017,01/04/2017,01/05/2017 05:37:56 AM,01/05/2017 05:38:54 AM,01/05/2017 05:39:14 AM,01/05/2017 05:41:09 AM,01/05/2017 05:44:00 AM,,,Code 2 Transport,01/05/2017 05:50:08 AM,100 Block of EDDY ST,San Francisco,94102,B03,01,1453,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,3,6,Tenderloin,"(37.7841909047888, -122.410119483452)",170050435-E03
170050435,79,17001948,Medical Incident,01/05/2017,01/04/2017,01/05/2017 05:37:56 AM,01/05/2017 05:38:54 AM,01/05/2017 05:39:14 AM,01/05/2017 05:39:34 AM,01/05/2017 05:43:59 AM,01/05/2017 06:03:13 AM,01/05/2017 06:08:49 AM,Code 2 Transport,01/05/2017 06:36:18 AM,100 Block of EDDY ST,San Francisco,94102,B03,01,1453,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,3,6,Tenderloin,"(37.7841909047888, -122.410119483452)",170050435-79
